|cve-ids|ex_url|types|solution
22|CVE-2018-0104|http://www.securityfocus.com/bid/102382|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
23|CVE-2018-0114|http://www.securityfocus.com/bid/102445|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
24|CVE-2018-1190|http://www.securityfocus.com/bid/102427|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
25|CVE-2017-5715|http://www.securityfocus.com/bid/102376|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
26|CVE-2017-5753|http://www.securityfocus.com/bid/102371|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
27|CVE-2017-5754|http://www.securityfocus.com/bid/102378||Updates are available. Please see the references or vendor advisory for more information.
28|CVE-2018-11999,CVE-2017-11004,CVE-2017-18331,CVE-2017-18141,CVE-2017-18160,CVE-2017-18329,CVE-2018-5915,CVE-2017-18324,CVE-2017-18328,CVE-2017-18330,CVE-2017-8248,CVE-2018-5869,CVE-2017-18321,CVE-2018-11279,CVE-2018-5867,CVE-2018-3595,CVE-2018-11267,CVE-2017-18327,CVE-2017-18332,CVE-2017-8276,CVE-2017-18320,CVE-2018-5868,CVE-2017-18319,CVE-2017-18322,CVE-2017-18323,CVE-2017-5754,CVE-2017-18326|http://www.securityfocus.com/bid/106128|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
29|CVE-2018-0741|http://www.securityfocus.com/bid/102349|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
30|CVE-2018-0743|http://www.securityfocus.com/bid/102350|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
31|CVE-2018-0744|http://www.securityfocus.com/bid/102351|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
32|CVE-2018-0745|http://www.securityfocus.com/bid/102353|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
33|CVE-2018-0746|http://www.securityfocus.com/bid/102365|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
34|CVE-2018-0747|http://www.securityfocus.com/bid/102366|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
35|CVE-2018-0748|http://www.securityfocus.com/bid/102354|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
36|CVE-2018-0749|http://www.securityfocus.com/bid/102355|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
37|CVE-2018-0750|http://www.securityfocus.com/bid/102357|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
38|CVE-2018-0751|http://www.securityfocus.com/bid/102359|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
39|CVE-2018-0752|http://www.securityfocus.com/bid/102360|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
40|CVE-2018-0753|http://www.securityfocus.com/bid/102361|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
41|CVE-2018-0754|http://www.securityfocus.com/bid/102362|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
42|CVE-2018-0758|http://www.securityfocus.com/bid/102405|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
43|CVE-2018-0762|http://www.securityfocus.com/bid/102408|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
44|CVE-2018-0766|http://www.securityfocus.com/bid/102388|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
45|CVE-2018-0767|http://www.securityfocus.com/bid/102393|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
46|CVE-2018-0768|http://www.securityfocus.com/bid/102395|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
47|CVE-2018-0769|http://www.securityfocus.com/bid/102396|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
48|CVE-2018-0770|http://www.securityfocus.com/bid/102397|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
49|CVE-2018-0772|http://www.securityfocus.com/bid/102409|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
50|CVE-2018-0773|http://www.securityfocus.com/bid/102398|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
51|CVE-2018-0774|http://www.securityfocus.com/bid/102399|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
52|CVE-2018-0775|http://www.securityfocus.com/bid/102400|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
53|CVE-2018-0776|http://www.securityfocus.com/bid/102401|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
54|CVE-2018-0777|http://www.securityfocus.com/bid/102402|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
55|CVE-2018-0778|http://www.securityfocus.com/bid/102403|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
56|CVE-2018-0780|http://www.securityfocus.com/bid/102389|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
57|CVE-2018-0781|http://www.securityfocus.com/bid/102404|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
58|CVE-2018-0788|http://www.securityfocus.com/bid/102364|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
59|CVE-2018-0800|http://www.securityfocus.com/bid/102392|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
60|CVE-2018-0803|http://www.securityfocus.com/bid/102384|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
61|CVE-2014-7862|http://www.securityfocus.com/archive/1/534356/100/0/threaded||
62|CVE-2014-7862|http://www.securityfocus.com/bid/71849|VDB Entry,Third Party Advisory|Reportedly the issue is fixed, however Symantec has not confirmed this. Please contact the vendor for more information.
63|CVE-2017-14960|http://www.securityfocus.com/bid/102419|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
64|CVE-2017-1664|http://www.securityfocus.com/bid/102470|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
65|CVE-2017-1669|http://www.securityfocus.com/bid/102468|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
66|CVE-2017-1673|http://www.securityfocus.com/bid/102436|VDB Entry,Issue Tracking,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
67|CVE-2017-1727|http://www.securityfocus.com/bid/102432|VDB Entry,Issue Tracking,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
68|CVE-2017-16716,CVE-2017-16724,CVE-2017-16720,CVE-2017-16728,CVE-2017-16753|http://www.securityfocus.com/bid/102424|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
69|CVE-2017-4946,CVE-2017-4945,CVE-2017-4948|http://www.securityfocus.com/bid/102441|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
70|CVE-2014-8540|http://www.securityfocus.com/bid/70841|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
71|CVE-2017-15548|http://www.securityfocus.com/bid/102352|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
72|CVE-2017-15549|http://www.securityfocus.com/bid/102363|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
73|CVE-2017-15550|http://www.securityfocus.com/bid/102358|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
74|CVE-2018-5244|http://www.securityfocus.com/bid/102433|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
75|CVE-2017-18022|http://www.securityfocus.com/bid/102437|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
76|CVE-2018-5246|http://www.securityfocus.com/bid/102469|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
77|CVE-2018-5248|http://www.securityfocus.com/bid/102431|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
78|CVE-2018-5271|http://www.securityfocus.com/bid/102471|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
79|CVE-2018-5279|http://www.securityfocus.com/bid/102453|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
80|CVE-2018-5280|http://www.securityfocus.com/bid/102438|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
81|CVE-2018-5281|http://www.securityfocus.com/bid/102443|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
82|CVE-2014-1858|http://www.securityfocus.com/bid/65441|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
83|CVE-2014-1859|http://www.securityfocus.com/bid/65440|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
84|CVE-2014-5334|http://www.securityfocus.com/bid/69249|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
85|CVE-2014-5394|http://www.securityfocus.com/bid/69302|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
86|CVE-2014-5509|http://www.securityfocus.com/bid/69473|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
87|CVE-2014-7222,CVE-2014-7221|http://www.securityfocus.com/bid/70219|VDB Entry,Third Party Advisory|Reportedly the issue is fixed, however Symantec has not confirmed this. Please contact the vendor for more information.
88|CVE-2015-2318|http://www.securityfocus.com/bid/73253|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
89|CVE-2015-2319|http://www.securityfocus.com/bid/73250|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
90|CVE-2015-2320|http://www.securityfocus.com/bid/73256|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
91|CVE-2018-2360|http://www.securityfocus.com/bid/102448|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
92|CVE-2018-2361|http://www.securityfocus.com/bid/102450|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
93|CVE-2018-2362|http://www.securityfocus.com/bid/102452|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
94|CVE-2018-2363|http://www.securityfocus.com/bid/102449|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
95|CVE-2017-15129|http://www.securityfocus.com/bid/102485||Updates are available. Please see the references or vendor advisory for more information.
96|CVE-2017-1493|http://www.securityfocus.com/bid/102483|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
97|CVE-2017-1612|http://www.securityfocus.com/bid/102479|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
98|CVE-2017-1666|http://www.securityfocus.com/bid/102434|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
99|CVE-2017-1668|http://www.securityfocus.com/bid/102430|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
100|CVE-2017-1670|http://www.securityfocus.com/bid/102429|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
101|CVE-2017-1671|http://www.securityfocus.com/bid/102487|VDB Entry,Third Party Advisory|Updates are available. Please see the references for more information.
102|CVE-2017-9663,CVE-2017-12695,CVE-2017-12697|http://www.securityfocus.com/bid/102481|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
103|CVE-2017-15124|http://www.securityfocus.com/bid/102295||Updates are available. Please see the references or vendor advisory for more information.
104|CVE-2017-16740|http://www.securityfocus.com/bid/102474|VDB Entry,Mitigation,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
105|CVE-2018-4871|http://www.securityfocus.com/bid/102465|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
106|CVE-2018-0764|http://www.securityfocus.com/bid/102387|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
107|CVE-2018-0784|http://www.securityfocus.com/bid/102377|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
108|CVE-2018-0785|http://www.securityfocus.com/bid/102379|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
109|CVE-2018-0786|http://www.securityfocus.com/bid/102380|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
110|CVE-2018-0789|http://www.securityfocus.com/bid/102394|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
111|CVE-2018-0790|http://www.securityfocus.com/bid/102391|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
112|CVE-2018-0791|http://www.securityfocus.com/bid/102383|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
113|CVE-2018-0792|http://www.securityfocus.com/bid/102381|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
114|CVE-2018-0793|http://www.securityfocus.com/bid/102375|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
115|CVE-2018-0794|http://www.securityfocus.com/bid/102373|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
116|CVE-2018-0795|http://www.securityfocus.com/bid/102356|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
117|CVE-2018-0796|http://www.securityfocus.com/bid/102372|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
118|CVE-2018-0797|http://www.securityfocus.com/bid/102406|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
119|CVE-2018-0798|http://www.securityfocus.com/bid/102370|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
120|CVE-2018-0799|http://www.securityfocus.com/bid/102411|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
121|CVE-2018-0801|http://www.securityfocus.com/bid/102348|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
122|CVE-2018-0802|http://www.securityfocus.com/bid/102347|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
123|CVE-2018-0804|http://www.securityfocus.com/bid/102457|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
124|CVE-2018-0805|http://www.securityfocus.com/bid/102459|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
125|CVE-2018-0806|http://www.securityfocus.com/bid/102460|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
126|CVE-2018-0807|http://www.securityfocus.com/bid/102461|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
127|CVE-2018-0812|http://www.securityfocus.com/bid/102463|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
128|CVE-2018-0818|http://www.securityfocus.com/bid/102412|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
129|CVE-2018-0819|http://www.securityfocus.com/bid/102464|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
130|CVE-2016-10256|http://www.securityfocus.com/bid/102451|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
131|CVE-2016-10257|http://www.securityfocus.com/bid/102447|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
132|CVE-2017-9795|http://www.securityfocus.com/bid/102488|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
133|CVE-2016-6810|http://www.securityfocus.com/bid/94882|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
134|CVE-2017-12169|http://www.securityfocus.com/bid/102136|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
135|CVE-2017-7536|http://www.securityfocus.com/bid/101048|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
136|CVE-2017-1533|http://www.securityfocus.com/bid/102496|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
137|CVE-2017-1534|http://www.securityfocus.com/bid/102509|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
138|CVE-2017-1623|http://www.securityfocus.com/bid/102476|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
139|CVE-2014-4991|http://www.securityfocus.com/bid/68733|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
140|CVE-2014-4995|http://www.securityfocus.com/bid/68729|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
141|CVE-2014-4996|http://www.securityfocus.com/bid/68731|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
142|CVE-2014-4997|http://www.securityfocus.com/bid/68735|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
143|CVE-2014-5004|http://www.securityfocus.com/bid/68506|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
144|CVE-2017-15941|http://www.securityfocus.com/bid/102446|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
145|CVE-2017-17485|http://www.securityfocus.com/archive/1/541652/100/0/threaded|VDB Entry,Third Party Advisory|
146|CVE-2017-17841|http://www.securityfocus.com/bid/102458|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
147|CVE-2017-15849,CVE-2017-11069|http://www.securityfocus.com/bid/102413|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
148|CVE-2017-12189|http://www.securityfocus.com/bid/102407|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
149|CVE-2018-0001|http://www.securityfocus.com/bid/103092||Updates are available. Please see the references or vendor advisory for more information.
150|CVE-2018-0003|http://www.securityfocus.com/bid/105715||Updates are available. Please see the references or vendor advisory for more information.
151|CVE-2018-0009|http://www.securityfocus.com/bid/102491|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
152|CVE-2018-5332|http://www.securityfocus.com/bid/102507|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
153|CVE-2018-5333|http://www.securityfocus.com/bid/102510|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
154|CVE-2018-0118|http://www.securityfocus.com/bid/102478|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
155|CVE-2017-4949|http://www.securityfocus.com/bid/102489|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
156|CVE-2017-4950|http://www.securityfocus.com/bid/102490|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
157|CVE-2012-6667|http://www.securityfocus.com/bid/52685|VDB Entry,Third Party Advisory|Currently we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
158|CVE-2017-15617,CVE-2017-15621,CVE-2017-15613,CVE-2017-15632,CVE-2017-15620,CVE-2017-15635,CVE-2017-15627,CVE-2017-15619,CVE-2017-15625,CVE-2017-15616,CVE-2017-15628,CVE-2017-15614,CVE-2017-15624,CVE-2017-15634,CVE-2017-15633,CVE-2017-15626,CVE-2017-15630,CVE-2017-15622,CVE-2017-15623,CVE-2017-15631,CVE-2017-15629,CVE-2017-15637,CVE-2017-15615,CVE-2017-15636,CVE-2017-15618|http://www.securityfocus.com/archive/1/541655/100/0/threaded|VDB Entry,Exploit,Third Party Advisory|
159|CVE-2017-1478|http://www.securityfocus.com/bid/102502|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
160|CVE-2017-1739|http://www.securityfocus.com/bid/102492|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
161|CVE-2017-1740|http://www.securityfocus.com/bid/102498|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
162|CVE-2018-1361|http://www.securityfocus.com/bid/102501|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
163|CVE-2012-6668|http://www.securityfocus.com/bid/52715|VDB Entry,Third Party Advisory|Updates are available. Please see the references for details.
164|CVE-2012-6670|http://www.securityfocus.com/bid/52711|VDB Entry,Third Party Advisory|Updates are available. Please see the references for details.
165|CVE-2012-6671|http://www.securityfocus.com/bid/52707|VDB Entry,Third Party Advisory|Updates are available; please see the references for details.
166|CVE-2012-6682|http://www.securityfocus.com/bid/52713|VDB Entry,Third Party Advisory|Updates are available; please see the references for details.
167|CVE-2018-5334|http://www.securityfocus.com/bid/102499|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
168|CVE-2018-5335|http://www.securityfocus.com/bid/102500|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
169|CVE-2018-5336|http://www.securityfocus.com/bid/102504|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
170|CVE-2018-5344|http://www.securityfocus.com/bid/102503|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
171|CVE-2018-5357|http://www.securityfocus.com/bid/102497|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
172|CVE-2017-16862|http://www.securityfocus.com/bid/102506|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
173|CVE-2017-16864|http://www.securityfocus.com/bid/102505|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
174|CVE-2017-0869|http://www.securityfocus.com/bid/102374|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
175|CVE-2014-3471|http://www.securityfocus.com/bid/68145|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
176|CVE-2014-6435|http://www.securityfocus.com/bid/69809|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
177|CVE-2014-6437,CVE-2014-6436|http://www.securityfocus.com/archive/1/533489/100/0/threaded||
178|CVE-2014-6436|http://www.securityfocus.com/bid/69811|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
179|CVE-2014-6437|http://www.securityfocus.com/bid/69808|VDB Entry,Third Party Advisory|Currently, we are not aware of any working  exploits. If you feel we are in error or if you are aware of more recent  information, please mail us at: vuldb@securityfocus.com.
180|CVE-2014-7952|http://www.securityfocus.com/archive/1/535980/100/0/threaded||
181|CVE-2014-7952|http://www.securityfocus.com/bid/75705|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: http://.
182|CVE-2014-8166|http://www.securityfocus.com/bid/73300|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
