|cve-ids|ex_url|types|solution
70|CVE-2018-0135|http://www.securityfocus.com/bid/102964|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
71|CVE-2018-0137|http://www.securityfocus.com/bid/102955|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
72|CVE-2018-0138|http://www.securityfocus.com/bid/102978|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
73|CVE-2018-0140|http://www.securityfocus.com/bid/103090|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
74|CVE-2012-0941|http://www.securityfocus.com/bid/51708|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
75|CVE-2014-8985,CVE-2014-4078|http://www.securityfocus.com/bid/70937|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.<LINE BREAK><LINE BREAK>			Microsoft IIS  8.5<LINE BREAK> <LINE BREAK>					Microsoft  Security Update for Windows 8.1 (KB2982998)<LINE BREAK>http://www.microsoft.com/downloads/details.aspx?familyid=633e764f-d352<LINE BREAK>-4c04-b759-82464646a745<LINE BREAK><LINE BREAK>					Microsoft  Security Update for Windows 8.1 for x64-based Systems (KB2982998)<LINE BREAK>http://www.microsoft.com/downloads/details.aspx?familyid=c6e4ef0e-2c9f<LINE BREAK>-4332-8d47-bba248afcf1e<LINE BREAK><LINE BREAK>					Microsoft  Security Update for Windows Server 2012 R2 (KB2982998)<LINE BREAK>http://www.microsoft.com/downloads/details.aspx?familyid=1e33f0f0-7058<LINE BREAK>-419f-a323-3568ec2e3533<LINE BREAK><LINE BREAK><LINE BREAK>			Microsoft IIS  8.0<LINE BREAK> <LINE BREAK>					Microsoft  Security Update for Windows 8 (KB2982998)<LINE BREAK>http://www.microsoft.com/downloads/details.aspx?familyid=f42e57b7-ff7c<LINE BREAK>-4f2a-80a7-3afe70c74387<LINE BREAK><LINE BREAK>					Microsoft  Security Update for Windows 8 for x64-based Systems (KB2982998)<LINE BREAK>http://www.microsoft.com/downloads/details.aspx?familyid=494d71be-c28a<LINE BREAK>-4897-a741-5439bf780a96<LINE BREAK><LINE BREAK>					Microsoft  Security Update for Windows Server 2012 (KB2982998)<LINE BREAK>http://www.microsoft.com/downloads/details.aspx?familyid=821664b2-d1a4<LINE BREAK>-4037-baea-b936ebef7730
76|CVE-2018-6644|http://www.securityfocus.com/bid/103041|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
77|CVE-2018-6789|http://www.securityfocus.com/bid/103049|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
78|CVE-2018-6869|http://www.securityfocus.com/bid/103050|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
79|CVE-2018-6872|http://www.securityfocus.com/bid/103103|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
80|CVE-2018-1052|http://www.securityfocus.com/bid/102987|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
81|CVE-2018-1053|http://www.securityfocus.com/bid/102986|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
82|CVE-2018-1401|http://www.securityfocus.com/bid/102973|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
83|CVE-2018-6876|http://www.securityfocus.com/bid/103035|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
84|CVE-2018-6508|http://www.securityfocus.com/bid/103020|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
85|CVE-2014-3219|http://www.securityfocus.com/bid/67115|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
86|CVE-2014-8171|http://www.securityfocus.com/bid/74293|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
87|CVE-2015-1862|http://www.securityfocus.com/bid/74263|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
88|CVE-2018-1000033|http://www.securityfocus.com/bid/103031|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
89|CVE-2018-1000034|http://www.securityfocus.com/bid/103111|Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
90|CVE-2018-1000058|http://www.securityfocus.com/bid/103034|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
91|CVE-2016-5397|http://www.securityfocus.com/bid/103025|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
92|CVE-2016-8742|http://www.securityfocus.com/bid/94766|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
93|CVE-2017-13232,CVE-2017-13231,CVE-2017-13233,CVE-2017-13234,CVE-2017-13228,CVE-2017-13230|http://www.securityfocus.com/bid/102976|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
94|CVE-2017-13229|http://www.securityfocus.com/bid/103016|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
95|CVE-2017-13236|http://www.securityfocus.com/bid/102979|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
96|CVE-2017-13238|http://www.securityfocus.com/bid/103024|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
97|CVE-2017-13239|http://www.securityfocus.com/bid/103012|Broken Link|Updates are available. Please see the references or vendor advisory for more information.
98|CVE-2017-13240|http://www.securityfocus.com/bid/103011|VDB Entry,Broken Link,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
99|CVE-2017-13241|http://www.securityfocus.com/bid/103017|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
100|CVE-2017-13242|http://www.securityfocus.com/bid/103014|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
101|CVE-2017-13243|http://www.securityfocus.com/bid/103013|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
102|CVE-2017-13244,CVE-2017-13245|http://www.securityfocus.com/bid/103008|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
103|CVE-2017-13246|http://www.securityfocus.com/bid/103029|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
104|CVE-2017-13247|http://www.securityfocus.com/bid/103027|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
105|CVE-2018-6927|http://www.securityfocus.com/bid/103023|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
106|CVE-2017-9967|http://www.securityfocus.com/bid/103022|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
107|CVE-2017-9968|http://www.securityfocus.com/bid/103048|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
108|CVE-2017-9969|http://www.securityfocus.com/bid/103046|VDB Entry,Vendor Advisory,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
109|CVE-2017-9970|http://www.securityfocus.com/bid/103052|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
110|CVE-2018-0487|http://www.securityfocus.com/bid/103056|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
111|CVE-2018-0488|http://www.securityfocus.com/bid/103057|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
112|CVE-2016-10713|http://www.securityfocus.com/bid/103063|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
113|CVE-2018-6951|http://www.securityfocus.com/bid/103044|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
114|CVE-2018-6952|http://www.securityfocus.com/bid/103047|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or are aware of more recent information, please mail us at: vuldb@securityfocus.com.
115|CVE-2018-1383|http://www.securityfocus.com/bid/102989|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
116|CVE-2017-15699|http://www.securityfocus.com/bid/103067|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
117|CVE-2018-2364|http://www.securityfocus.com/bid/103002|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
118|CVE-2018-2369|http://www.securityfocus.com/bid/102997|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
119|CVE-2018-2370|http://www.securityfocus.com/bid/102998|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
120|CVE-2018-2371|http://www.securityfocus.com/bid/103005|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
121|CVE-2018-2374|http://www.securityfocus.com/bid/103018|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
122|CVE-2018-2381|http://www.securityfocus.com/bid/103010|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
123|CVE-2018-2395|http://www.securityfocus.com/bid/103019|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
124|CVE-2018-1287|http://www.securityfocus.com/bid/103068|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
125|CVE-2017-18187|http://www.securityfocus.com/bid/103055|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
126|CVE-2018-0742|http://www.securityfocus.com/bid/102937|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
127|CVE-2018-0755|http://www.securityfocus.com/bid/102934|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
128|CVE-2018-0756|http://www.securityfocus.com/bid/102941|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
129|CVE-2018-0757|http://www.securityfocus.com/bid/102947|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
130|CVE-2018-0760|http://www.securityfocus.com/bid/102953|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
131|CVE-2018-0761|http://www.securityfocus.com/bid/102952|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
132|CVE-2018-0763|http://www.securityfocus.com/bid/102873|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
133|CVE-2018-0771|http://www.securityfocus.com/bid/102857|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
134|CVE-2018-0809|http://www.securityfocus.com/bid/102933|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
135|CVE-2018-0810|http://www.securityfocus.com/bid/102938|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
136|CVE-2018-0820|http://www.securityfocus.com/bid/102945|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
137|CVE-2018-0821|http://www.securityfocus.com/bid/102939|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
138|CVE-2018-0822|http://www.securityfocus.com/bid/102942|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
139|CVE-2018-0823|http://www.securityfocus.com/bid/102919|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
140|CVE-2018-0825|http://www.securityfocus.com/bid/102920|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
141|CVE-2018-0826|http://www.securityfocus.com/bid/102944|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
142|CVE-2018-0827|http://www.securityfocus.com/bid/102927|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
143|CVE-2018-0828|http://www.securityfocus.com/bid/102935|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
144|CVE-2018-0829|http://www.securityfocus.com/bid/102948|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
145|CVE-2018-0830|http://www.securityfocus.com/bid/102949|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
146|CVE-2018-0831|http://www.securityfocus.com/bid/102943|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
147|CVE-2018-0832|http://www.securityfocus.com/bid/102923|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
148|CVE-2018-0833|http://www.securityfocus.com/bid/102924|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
149|CVE-2018-0834|http://www.securityfocus.com/bid/102859|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
150|CVE-2018-0835|http://www.securityfocus.com/bid/102874|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
151|CVE-2018-0836|http://www.securityfocus.com/bid/102875|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
152|CVE-2018-0837|http://www.securityfocus.com/bid/102876|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
153|CVE-2018-0838|http://www.securityfocus.com/bid/102877|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
154|CVE-2018-0839|http://www.securityfocus.com/bid/102860|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
155|CVE-2018-0840|http://www.securityfocus.com/bid/102886|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
156|CVE-2018-0841|http://www.securityfocus.com/bid/102957|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
157|CVE-2018-0842|http://www.securityfocus.com/bid/102946|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
158|CVE-2018-0843|http://www.securityfocus.com/bid/102951|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
159|CVE-2018-0844|http://www.securityfocus.com/bid/102929|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
160|CVE-2018-0846|http://www.securityfocus.com/bid/102931|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
161|CVE-2018-0847|http://www.securityfocus.com/bid/102861|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
162|CVE-2018-0850|http://www.securityfocus.com/bid/102866|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
163|CVE-2018-0851|http://www.securityfocus.com/bid/102870|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
164|CVE-2018-0852|http://www.securityfocus.com/bid/102871|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
165|CVE-2018-0853|http://www.securityfocus.com/bid/102868|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
166|CVE-2018-0855|http://www.securityfocus.com/bid/102936|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
167|CVE-2018-0856|http://www.securityfocus.com/bid/102880|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
168|CVE-2018-0857|http://www.securityfocus.com/bid/102881|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
169|CVE-2018-0858|http://www.securityfocus.com/bid/102865|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
170|CVE-2018-0859|http://www.securityfocus.com/bid/102882|Exploit,VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
171|CVE-2018-0860|http://www.securityfocus.com/bid/102883|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
172|CVE-2018-0861|http://www.securityfocus.com/bid/102884|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
173|CVE-2018-0864|http://www.securityfocus.com/bid/102962|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
174|CVE-2018-0866|http://www.securityfocus.com/bid/103032|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
175|CVE-2018-0869|http://www.securityfocus.com/bid/102963|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
176|CVE-2017-12724,CVE-2017-12720,CVE-2017-12718,CVE-2017-12723,CVE-2017-12722,CVE-2017-12721,CVE-2017-12726,CVE-2017-12725|http://www.securityfocus.com/bid/100665|VDB Entry,Third Party Advisory|Currently, we are not aware of any vendor-supplied patches. If you feel we are in error or if you are aware of more recent information, please mail us at: vuldb@securityfocus.com.
177|CVE-2017-12718,CVE-2017-12722|http://www.securityfocus.com/bid/101252|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
178|CVE-2018-5440|http://www.securityfocus.com/bid/102909|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
179|CVE-2017-18087|http://www.securityfocus.com/bid/103038|VDB Entry,Third Party Advisory|Updates are available. Please see the references or vendor advisory for more information.
