|cve-id|cve-url|cve-desc|pub-time|score|vulner-types|cwe-id|cwe-url|cwe-def|cwe-rel|pd-info
10|CVE-2019-19979|https://www.cvedetails.com/cve/CVE-2019-19979/|A flaw in the WordPress plugin, WP Maintenance before 5.0.6, allowed attackers to enable a vulnerable site's maintenance mode and inject malicious code affecting site visitors. There was CSRF with resultant XSS.|2019-12-26|6.8|Cross Site Scripting,CSRF|352|https://www.cvedetails.com/cwe-details/352/cwe.html|None|None|Application,Wp Maintenance Project,Wp Maintenance,*
11|CVE-2019-19980|https://www.cvedetails.com/cve/CVE-2019-19980/|The WordPress plugin, Email Subscribers & Newsletters, before 4.2.3 had a privilege bypass flaw that allowed authenticated users (Subscriber or greater access) to send test emails from the administrative dashboard on behalf of an administrator. This occurs because the plugin registers a wp_ajax function to send_test_email.|2019-12-26|4.0|Bypass a restriction or similar|None|None|None|None|Application,Icegram,Email Subscribers \& Newsletters,*
12|CVE-2019-19981|https://www.cvedetails.com/cve/CVE-2019-19981/|The WordPress plugin, Email Subscribers & Newsletters, before 4.2.3 had a flaw that allowed for CSRF to be exploited on all plugin settings.|2019-12-26|4.3|CSRF|352|https://www.cvedetails.com/cwe-details/352/cwe.html|None|None|Application,Icegram,Email Subscribers \& Newsletters,*
13|CVE-2019-19982|https://www.cvedetails.com/cve/CVE-2019-19982/|The WordPress plugin, Email Subscribers & Newsletters, before 4.2.3 had a flaw that allowed for unauthenticated option creation. In order to exploit this vulnerability, an attacker would need to send a /wp-admin/admin-post.php?es_skip=1&option_name= request.|2019-12-26|5.0|None|287|https://www.cvedetails.com/cwe-details/287/cwe.html|CWE - 287 : Improper Authentication|ParentOf,303,Incorrect Implementation of Authentication Algorithm;ParentOf,804,Guessable CAPTCHA;ParentOf,308,Use of Single-factor Authentication;ParentOf,302,Authentication Bypass by Assumed-Immutable Data;ParentOf,603,Use of Client-Side Authentication;ParentOf,309,Use of Password System for Primary Authentication;ChildOf,284,Improper Access Control;ParentOf,295,Improper Certificate Validation;ParentOf,289,Authentication Bypass by Alternate Name;ParentOf,640,Weak Password Recovery Mechanism for Forgotten Password;ParentOf,645,Overly Restrictive Account Lockout Mechanism;ParentOf,301,Reflection Attack in an Authentication Protocol;ParentOf,305,Authentication Bypass by Primary Weakness;ParentOf,304,Missing Critical Step in Authentication;ParentOf,522,Insufficiently Protected Credentials;ParentOf,262,Not Using Password Aging;ParentOf,798,Use of Hard-coded Credentials;ParentOf,306,Missing Authentication for Critical Function;ParentOf,307,Improper Restriction of Excessive Authentication Attempts;ParentOf,261,Weak Encoding for Password;ParentOf,521,Weak Password Requirements;ParentOf,263,Password Aging with Long Expiration;MemberOf,1010,Authenticate Actors;ParentOf,620,Unverified Password Change;CanFollow,613,Insufficient Session Expiration;ParentOf,288,Authentication Bypass Using an Alternate Path or Channel;ParentOf,593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created;ParentOf,836,Use of Password Hash Instead of Password for Authentication;ParentOf,294,Authentication Bypass by Capture-replay;ParentOf,290,Authentication Bypass by Spoofing|Application,Icegram,Email Subscribers \& Newsletters,*
14|CVE-2019-19983|https://www.cvedetails.com/cve/CVE-2019-19983/|In the WordPress plugin, Fast Velocity Minify before 2.7.7, the full web root path to the running WordPress application can be discovered. In order to exploit this vulnerability, FVM Debug Mode needs to be enabled and an admin-ajax request needs to call the fastvelocity_min_files action.|2019-12-26|3.5|Obtain Information|200|https://www.cvedetails.com/cwe-details/200/cwe.html|CWE - 200 : Information Exposure|CanFollow,1272,Sensitive Information Uncleared Before Debug/Power State Transition;ParentOf,209,Generation of Error Message Containing Sensitive Information;ParentOf,532,Insertion of Sensitive Information into Log File;ParentOf,201,Insertion of Sensitive Information Into Sent Data;ParentOf,215,Insertion of Sensitive Information Into Debugging Code;ParentOf,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information;ParentOf,203,Observable Discrepancy;CanFollow,498,Cloneable Class Containing Sensitive Information;ParentOf,538,Insertion of Sensitive Information into Externally-Accessible File or Directory;ParentOf,213,Exposure of Sensitive Information Due to Incompatible Policies;ParentOf,1295,Debug Messages Revealing Unnecessary Information;ParentOf,359,Exposure of Private Personal Information to an Unauthorized Actor;ParentOf,1273,Device Unlock Credential Sharing;CanFollow,499,Serializable Class Containing Sensitive Data;ParentOf,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere;ChildOf,668,Exposure of Resource to Wrong Sphere|Application,Fastvelocity,Minify,*
15|CVE-2019-19984|https://www.cvedetails.com/cve/CVE-2019-19984/|The WordPress plugin, Email Subscribers & Newsletters, before 4.2.3 had a flaw that allowed users with edit_post capabilities to manage plugin settings and email campaigns.|2019-12-26|6.5|None|863|https://www.cvedetails.com/cwe-details/863/cwe.html|None|None|Application,Icegram,Email Subscribers \& Newsletters,*
16|CVE-2019-19985|https://www.cvedetails.com/cve/CVE-2019-19985/|The WordPress plugin, Email Subscribers & Newsletters, before 4.2.3 had a flaw that allowed unauthenticated file download with user information disclosure.|2019-12-26|5.0|Obtain Information|200|https://www.cvedetails.com/cwe-details/200/cwe.html|CWE - 200 : Information Exposure|CanFollow,1272,Sensitive Information Uncleared Before Debug/Power State Transition;ParentOf,209,Generation of Error Message Containing Sensitive Information;ParentOf,532,Insertion of Sensitive Information into Log File;ParentOf,201,Insertion of Sensitive Information Into Sent Data;ParentOf,215,Insertion of Sensitive Information Into Debugging Code;ParentOf,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information;ParentOf,203,Observable Discrepancy;CanFollow,498,Cloneable Class Containing Sensitive Information;ParentOf,538,Insertion of Sensitive Information into Externally-Accessible File or Directory;ParentOf,213,Exposure of Sensitive Information Due to Incompatible Policies;ParentOf,1295,Debug Messages Revealing Unnecessary Information;ParentOf,359,Exposure of Private Personal Information to an Unauthorized Actor;ParentOf,1273,Device Unlock Credential Sharing;CanFollow,499,Serializable Class Containing Sensitive Data;ParentOf,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere;ChildOf,668,Exposure of Resource to Wrong Sphere|Application,Icegram,Email Subscribers \& Newsletters,*
17|CVE-2019-19995|https://www.cvedetails.com/cve/CVE-2019-19995/|A CSRF issue was discovered on Intelbras IWR 3000N 1.8.7 devices, leading to complete control of the router, as demonstrated by v1/system/user.|2019-12-26|9.3|CSRF|352|https://www.cvedetails.com/cwe-details/352/cwe.html|None|None|None
18|CVE-2019-19996|https://www.cvedetails.com/cve/CVE-2019-19996/|"An issue was discovered on Intelbras IWR 3000N 1.8.7 devices. A malformed login request allows remote attackers to cause a denial of service (reboot), as demonstrated by JSON misparsing of the \""""} string to v1/system/login."|2019-12-26|7.8|Denial Of Service|20|https://www.cvedetails.com/cwe-details/20/cwe.html|CWE - 20 : Improper Input Validation|ParentOf,108,Struts: Unvalidated Action Form;ParentOf,1288,Improper Validation of Consistency within Input;ParentOf,1289,Improper Validation of Unsafe Equivalence in Input;ParentOf,117,Improper Output Neutralization for Logs;ParentOf,73,External Control of File Name or Path;ParentOf,102,Struts: Duplicate Validation Forms;ParentOf,107,Struts: Unused Validation Form;ParentOf,112,Missing XML Validation;ParentOf,1284,Improper Validation of Specified Quantity in Input;ParentOf,110,Struts: Validator Without Form Field;ParentOf,190,Integer Overflow or Wraparound;ParentOf,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection');ParentOf,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');ParentOf,622,Improper Validation of Function Hook Arguments;CanPrecede,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');CanPrecede,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal');ParentOf,106,Struts: Plug-in Framework not in Use;CanPrecede,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,129,Improper Validation of Array Index;ParentOf,1173,Improper Use of Validation Framework;ParentOf,170,Improper Null Termination;ParentOf,134,Use of Externally-Controlled Format String;CanPrecede,41,Improper Resolution of Path Equivalence;ParentOf,105,Struts: Form Field Without Validator;ParentOf,1286,Improper Validation of Syntactic Correctness of Input;ParentOf,15,External Control of System or Configuration Setting;CanPrecede,770,Allocation of Resources Without Limits or Throttling;ParentOf,109,Struts: Validator Turned Off;ParentOf,103,Struts: Incomplete validate() Method Definition;PeerOf,345,Insufficient Verification of Data Authenticity;ParentOf,111,Direct Use of Unsafe JNI;MemberOf,1019,Validate Inputs;ParentOf,179,Incorrect Behavior Order: Early Validation;ParentOf,466,Return of Pointer Value Outside of Expected Range;ParentOf,785,Use of Path Manipulation Function without Maximum-sized Buffer;ParentOf,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow');ParentOf,114,Process Control;ParentOf,104,Struts: Form Bean Does Not Extend Validation Class;ParentOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;ParentOf,1285,Improper Validation of Specified Index<comma> Position<comma> or Offset in Input;ChildOf,707,Improper Neutralization;ParentOf,1287,Improper Validation of Specified Type of Input|None
19|CVE-2019-19998|https://www.cvedetails.com/cve/CVE-2019-19998/|Xiuno BBS 4.0 allows XXE via plugin/xn_wechat_public/route/token.php.|2019-12-26|5.0|None|611|https://www.cvedetails.com/cwe-details/611/cwe.html|CWE - 611 : Information Leak Through XML External Entity File Disclosure|MemberOf,19,Data Processing Errors;PeerOf,441,Unintended Proxy or Intermediary ('Confused Deputy');ChildOf,610,Externally Controlled Reference to a Resource in Another Sphere;MemberOf,1015,Limit Access|Application,Xiuno,Xiunobbs,4.0
20|CVE-2019-19999|https://www.cvedetails.com/cve/CVE-2019-19999/|Halo before 1.2.0-beta.1 allows Server Side Template Injection (SSTI) because TemplateClassResolver.SAFER_RESOLVER is not used in the FreeMarker configuration.|2019-12-26|6.5|None|918|https://www.cvedetails.com/cwe-details/918/cwe.html|None|None|Application,Halo,Halo,*;Application,Halo,Halo,1.1.3;Application,Halo,Halo,1.1.3;Application,Halo,Halo,1.2.0
21|CVE-2019-20000|https://www.cvedetails.com/cve/CVE-2019-20000/|The malware scan function in BullGuard Premium Protection 20.0.371.8 has a TOCTOU issue that enables a symbolic link attack, allowing privileged files to be deleted.|2019-12-26|5.8|None|367|https://www.cvedetails.com/cwe-details/367/cwe.html|CWE - 367 : Time-of-check Time-of-use (TOCTOU) Race Condition|ChildOf,362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition');CanFollow,609,Double-Checked Locking;ParentOf,365,Race Condition in Switch;PeerOf,386,Symbolic Name not Mapping to Correct Object;ParentOf,363,Race Condition Enabling Link Following;MemberOf,557,Concurrency Issues|Application,Bullguard,Premium Protection,20.0.371.8
22|CVE-2019-20005|https://www.cvedetails.com/cve/CVE-2019-20005/|An issue was discovered in ezXML 0.8.3 through 0.8.6. The function ezxml_decode, while parsing a crafted XML file, performs incorrect memory handling, leading to a heap-based buffer over-read while running strchr() starting with a pointer after a '\0' character (where the processing of a string was finished).|2019-12-26|4.3|None|125|https://www.cvedetails.com/cwe-details/125/cwe.html|CWE - 125 : Out-of-bounds Read|MemberOf,1218,Memory Buffer Errors;CanFollow,823,Use of Out-of-range Pointer Offset;CanFollow,822,Untrusted Pointer Dereference;ParentOf,126,Buffer Over-read;CanFollow,825,Expired Pointer Dereference;ChildOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;CanFollow,824,Access of Uninitialized Pointer;ParentOf,127,Buffer Under-read|Application,Ezxml Project,Ezxml,*
23|CVE-2019-20006|https://www.cvedetails.com/cve/CVE-2019-20006/|An issue was discovered in ezXML 0.8.3 through 0.8.6. The function ezxml_char_content puts a pointer to the internal address of a larger block as xml->txt. This is later deallocated (using free), leading to a segmentation fault.|2019-12-26|5.0|None|416|https://www.cvedetails.com/cwe-details/416/cwe.html|CWE - 416 : Use After Free|CanPrecede,123,Write-what-where Condition;ChildOf,672,Operation on a Resource after Expiration or Release;CanFollow,1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls;CanFollow,364,Signal Handler Race Condition;ChildOf,825,Expired Pointer Dereference;PeerOf,415,Double Free;CanPrecede,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')|Application,Ezxml Project,Ezxml,*
24|CVE-2019-20007|https://www.cvedetails.com/cve/CVE-2019-20007/|An issue was discovered in ezXML 0.8.2 through 0.8.6. The function ezxml_str2utf8, while parsing a crafted XML file, performs zero-length reallocation in ezxml.c, leading to returning a NULL pointer (in some compilers). After this, the function ezxml_parse_str does not check whether the s variable is not NULL in ezxml.c, leading to a NULL pointer dereference and crash (segmentation fault).|2019-12-26|4.3|None|476|https://www.cvedetails.com/cwe-details/476/cwe.html|CWE - 476 : NULL Pointer Dereference|CanFollow,1325,Improperly Controlled Sequential Memory Allocation;MemberOf,465,Pointer Issues;ChildOf,710,Improper Adherence to Coding Standards;ChildOf,754,Improper Check for Unusual or Exceptional Conditions;ParentOf,690,Unchecked Return Value to NULL Pointer Dereference;CanFollow,789,Memory Allocation with Excessive Size Value;CanFollow,252,Unchecked Return Value|Application,Ezxml Project,Ezxml,*
25|CVE-2019-20008|https://www.cvedetails.com/cve/CVE-2019-20008/|In Archery before 1.3, inserting an XSS payload into a project name (either by creating a new project or editing an existing one) will result in stored XSS on the vulnerability-scan scheduling page.|2019-12-26|3.5|Cross Site Scripting|79|https://www.cvedetails.com/cwe-details/79/cwe.html|CWE - 79 : Failure to Preserve Web Page Structure ('Cross-site Scripting')|ParentOf,692,Incomplete Denylist to Cross-Site Scripting;MemberOf,1019,Validate Inputs;PeerOf,352,Cross-Site Request Forgery (CSRF);ParentOf,85,Doubled Character XSS Manipulations;ParentOf,87,Improper Neutralization of Alternate XSS Syntax;CanFollow,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting');ParentOf,81,Improper Neutralization of Script in an Error Message Web Page;CanFollow,184,Incomplete List of Disallowed Inputs;ParentOf,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages;PeerOf,494,Download of Code Without Integrity Check;ChildOf,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection');MemberOf,137,Data Neutralization Issues;ParentOf,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS);ParentOf,84,Improper Neutralization of Encoded URI Schemes in a Web Page;CanPrecede,494,Download of Code Without Integrity Check;ParentOf,83,Improper Neutralization of Script in Attributes in a Web Page|Application,Archerysec,Archery,*
26|CVE-2019-20009|https://www.cvedetails.com/cve/CVE-2019-20009/|An issue was discovered in GNU LibreDWG before 0.93. Crafted input will lead to an attempted excessive memory allocation in dwg_decode_SPLINE_private in dwg.spec.|2019-12-27|4.3|None|770|https://www.cvedetails.com/cwe-details/770/cwe.html|CWE - 770 : Allocation of Resources Without Limits or Throttling|ChildOf,400,Uncontrolled Resource Consumption;ParentOf,774,Allocation of File Descriptors or Handles Without Limits or Throttling;MemberOf,399,Resource Management Errors;MemberOf,840,Business Logic Errors;CanFollow,20,Improper Input Validation;MemberOf,1011,Authorize Actors;ParentOf,789,Memory Allocation with Excessive Size Value;ChildOf,665,Improper Initialization;ParentOf,1325,Improperly Controlled Sequential Memory Allocation|Application,GNU,Libredwg,*;Application,Opensuse,Backports Sle,15.0;OS,Opensuse,Leap,15.1
27|CVE-2019-20010|https://www.cvedetails.com/cve/CVE-2019-20010/|An issue was discovered in GNU LibreDWG 0.92. There is a use-after-free in resolve_objectref_vector in decode.c.|2019-12-27|6.8|None|416|https://www.cvedetails.com/cwe-details/416/cwe.html|CWE - 416 : Use After Free|CanPrecede,123,Write-what-where Condition;ChildOf,672,Operation on a Resource after Expiration or Release;CanFollow,1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls;CanFollow,364,Signal Handler Race Condition;ChildOf,825,Expired Pointer Dereference;PeerOf,415,Double Free;CanPrecede,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')|Application,GNU,Libredwg,0.9.2;Application,Opensuse,Backports Sle,15.0;OS,Opensuse,Leap,15.1
28|CVE-2019-20011|https://www.cvedetails.com/cve/CVE-2019-20011/|An issue was discovered in GNU LibreDWG 0.92. There is a heap-based buffer over-read in decode_R13_R2000 in decode.c.|2019-12-27|6.8|None|125|https://www.cvedetails.com/cwe-details/125/cwe.html|CWE - 125 : Out-of-bounds Read|MemberOf,1218,Memory Buffer Errors;CanFollow,823,Use of Out-of-range Pointer Offset;CanFollow,822,Untrusted Pointer Dereference;ParentOf,126,Buffer Over-read;CanFollow,825,Expired Pointer Dereference;ChildOf,119,Improper Restriction of Operations within the Bounds of a Memory Buffer;CanFollow,824,Access of Uninitialized Pointer;ParentOf,127,Buffer Under-read|Application,GNU,Libredwg,0.9.2;Application,Opensuse,Backports Sle,15.0;OS,Opensuse,Leap,15.1
29|CVE-2019-20012|https://www.cvedetails.com/cve/CVE-2019-20012/|An issue was discovered in GNU LibreDWG 0.92. Crafted input will lead to an attempted excessive memory allocation in dwg_decode_HATCH_private in dwg.spec.|2019-12-27|4.3|None|770|https://www.cvedetails.com/cwe-details/770/cwe.html|CWE - 770 : Allocation of Resources Without Limits or Throttling|ChildOf,400,Uncontrolled Resource Consumption;ParentOf,774,Allocation of File Descriptors or Handles Without Limits or Throttling;MemberOf,399,Resource Management Errors;MemberOf,840,Business Logic Errors;CanFollow,20,Improper Input Validation;MemberOf,1011,Authorize Actors;ParentOf,789,Memory Allocation with Excessive Size Value;ChildOf,665,Improper Initialization;ParentOf,1325,Improperly Controlled Sequential Memory Allocation|Application,GNU,Libredwg,0.9.2;Application,Opensuse,Backports Sle,15.0;OS,Opensuse,Leap,15.1
30|CVE-2019-20013|https://www.cvedetails.com/cve/CVE-2019-20013/|An issue was discovered in GNU LibreDWG before 0.93. Crafted input will lead to an attempted excessive memory allocation in decode_3dsolid in dwg.spec.|2019-12-27|4.3|None|770|https://www.cvedetails.com/cwe-details/770/cwe.html|CWE - 770 : Allocation of Resources Without Limits or Throttling|ChildOf,400,Uncontrolled Resource Consumption;ParentOf,774,Allocation of File Descriptors or Handles Without Limits or Throttling;MemberOf,399,Resource Management Errors;MemberOf,840,Business Logic Errors;CanFollow,20,Improper Input Validation;MemberOf,1011,Authorize Actors;ParentOf,789,Memory Allocation with Excessive Size Value;ChildOf,665,Improper Initialization;ParentOf,1325,Improperly Controlled Sequential Memory Allocation|Application,GNU,Libredwg,*;Application,Opensuse,Backports Sle,15.0;OS,Opensuse,Leap,15.1
31|CVE-2019-20014|https://www.cvedetails.com/cve/CVE-2019-20014/|An issue was discovered in GNU LibreDWG before 0.93. There is a double-free in dwg_free in free.c.|2019-12-27|6.8|None|415|https://www.cvedetails.com/cwe-details/415/cwe.html|CWE - 415 : Double Free|ChildOf,675,Duplicate Operations on Resource;PeerOf,123,Write-what-where Condition;ChildOf,672,Operation on a Resource after Expiration or Release;ChildOf,825,Expired Pointer Dereference;PeerOf,416,Use After Free;ChildOf,666,Operation on Resource in Wrong Phase of Lifetime;CanFollow,364,Signal Handler Race Condition|Application,GNU,Libredwg,*;Application,Opensuse,Backports Sle,15.0;OS,Opensuse,Leap,15.1
32|CVE-2019-20015|https://www.cvedetails.com/cve/CVE-2019-20015/|An issue was discovered in GNU LibreDWG 0.92. Crafted input will lead to an attempted excessive memory allocation in dwg_decode_LWPOLYLINE_private in dwg.spec.|2019-12-27|4.3|None|770|https://www.cvedetails.com/cwe-details/770/cwe.html|CWE - 770 : Allocation of Resources Without Limits or Throttling|ChildOf,400,Uncontrolled Resource Consumption;ParentOf,774,Allocation of File Descriptors or Handles Without Limits or Throttling;MemberOf,399,Resource Management Errors;MemberOf,840,Business Logic Errors;CanFollow,20,Improper Input Validation;MemberOf,1011,Authorize Actors;ParentOf,789,Memory Allocation with Excessive Size Value;ChildOf,665,Improper Initialization;ParentOf,1325,Improperly Controlled Sequential Memory Allocation|Application,GNU,Libredwg,0.9.2;Application,Opensuse,Backports Sle,15.0;OS,Opensuse,Leap,15.1
